;3K引擎盛大挂过滤配置文件
;物品类型	物品名称	极品显示	自动捡取	显示名称
1	四级施毒术	0	0	0
1	白日门四级毒术	0	0	0
1	四级噬血术	0	0	0
1	白日门四级噬血	0	0	0
1	召唤圣兽	0	0	0
5	麻痹护腕	0	0	0
5	魔道麻痹护腕	0	0	0
5	复活护腕	0	0	0
5	护身护腕	0	0	0
1	除魔攻击药剂	0	0	0
1	除魔防御药剂	0	0	0
3	天龙战盔	0	0	0
3	天龙法冠	0	0	0
3	天龙道盔	0	0	0
5	天龙项链(战)	0	0	0
5	天龙项链(法)	0	0	0
5	天龙项链(道)	0	0	0
5	天龙护腕(战)	0	0	0
5	天龙护腕(法)	0	0	0
5	天龙护腕(道)	0	0	0
5	天龙战戒	0	0	0
5	天龙魔戒	0	0	0
5	天龙道戒	0	0	0
7	天龙腰带(战)	0	0	0
7	天龙腰带(法)	0	0	0
7	天龙腰带(道)	0	0	0
7	天龙战靴	0	0	0
7	天龙魔靴	0	0	0
7	天龙道靴	0	0	0
1	奇经神冲丸	0	0	0
1	装备卷	0	0	0
1	英雄经络丸(小)	0	0	0
1	英雄经络丸(中)	0	0	0
1	英雄经络丸(大)	0	0	0
6	英雄聚灵珠(小)	0	0	0
6	英雄聚灵珠(大)	0	0	0
1	四级烈火	0	0	0
1	四级灭天火	0	0	0
1	四级火符	0	0	0
1	怒之施毒术	0	0	0
1	静之施毒术	0	0	0
1	怒之月灵	0	0	0
1	静之月灵	0	0	0
2	传送符	0	0	0
3	虎威战盔	0	0	0
3	虎威魔盔	0	0	0
3	虎威道盔	0	0	0
5	虎威项链(战)	0	0	0
5	虎威项链(法)	0	0	0
5	虎威项链(道)	0	0	0
5	虎威护腕(战)	0	0	0
5	虎威护腕(法)	0	0	0
5	虎威护腕(道)	0	0	0
5	虎威战戒	0	0	0
5	虎威魔戒	0	0	0
5	虎威道戒	0	0	0
7	虎威腰带(战)	0	0	0
7	虎威腰带(法)	0	0	0
7	虎威腰带(道)	0	0	0
7	虎威战靴	0	0	0
7	虎威魔靴	0	0	0
7	虎威道靴	0	0	0
7	虎威勋章(战)	0	0	0
7	虎威勋章(法)	0	0	0
7	虎威勋章(道)	0	0	0
1	九周年天赐	0	0	0
1	天赐钥匙	0	0	0
1	魔龙冰晶	0	0	0
1	醉八打	0	0	0
1	何首养气酒	0	0	0
1	何首凝神酒	0	0	0
5	疾风王者项链	0	0	0
5	疾风王者护腕	0	0	0
5	疾风王者战戒	0	0	0
5	怒血王者项链	0	0	0
5	怒血王者护腕	0	0	0
5	怒血王者魔戒	0	0	0
5	神合王者项链	0	0	0
5	神合王者护腕	0	0	0
5	神合王者道戒	0	0	0
5	道戒	0	0	0
3	测试布衣(女)	0	0	0
5	测试戒指	0	0	0
3	辉煌战甲(男)	0	0	0
3	辉煌战甲(女)	0	0	0
3	辉煌魔衣(男)	0	0	0
3	辉煌魔衣(女)	0	0	0
3	辉煌道袍(男)	0	0	0
3	辉煌道袍(女)	0	0	0
3	必杀战盔	0	0	0
3	必杀魔盔	0	0	0
3	必杀道盔	0	0	0
7	必杀腰带(战)	0	0	0
7	必杀腰带(法)	0	0	0
7	必杀腰带(道)	0	0	0
7	必杀战靴	0	0	0
7	必杀魔靴	0	0	0
7	必杀道靴	0	0	0
5	必杀项链(战)	0	0	0
5	必杀项链(法)	0	0	0
5	必杀项链(道)	0	0	0
5	必杀护腕(战)	0	0	0
5	必杀护腕(法)	0	0	0
5	必杀护腕(道)	0	0	0
5	必杀战戒	0	0	0
5	必杀魔戒	0	0	0
5	必杀道戒	0	0	0
5	命运之书	0	0	0
1	赤炎石碎片	0	0	0
1	一级赤炎石	0	0	0
1	二级赤炎石	0	0	0
1	三级赤炎石	0	0	0
1	四级赤炎石	0	0	0
1	五级赤炎石	0	0	0
1	六级赤炎石	0	0	0
1	七级赤炎石	0	0	0
1	八级赤炎石	0	0	0
1	九级赤炎石	0	0	0
1	十级赤炎石	0	0	0
1	四级破魂斩	0	0	0
1	四级火龙气焰	0	0	0
1	四级噬魂沼泽	0	0	0
1	四级雷霆一击	0	0	0
1	四级劈星斩	0	0	0
1	四级末日审判	0	0	0
5	重生戒指	0	0	0
1	玄绿	0	0	0
1	玄紫	0	0	0
1	玄褐	0	0	0
1	火云晶石	0	0	0
1	卷轴碎片	0	0	0
1	一级卷轴	0	0	0
1	二级卷轴	0	0	0
1	三级卷轴	0	0	0
1	白日门强身术	0	0	0
3	主宰神甲(男)	0	0	0
3	主宰神甲(女)	0	0	0
4	主宰神剑	0	0	0
5	主宰项链	0	0	0
5	主宰护腕	0	0	0
5	主宰之戒	0	0	0
3	主宰之冠	0	0	0
7	主宰腰带	0	0	0
7	主宰之靴	0	0	0
3	主宰斗笠	0	0	0
3	主宰面巾	0	0	0
7	主宰勋章	0	0	0
1	羊皮卷	0	0	0
1	神秘卷轴	0	0	0
1	除魔灵媒	0	0	0
4	新手铲	0	0	0
4	铁铲	0	0	0
4	金刚铲	0	0	0
4	乌金铲	0	0	0
2	灵气神水	0	0	0
1	一级见习卷轴	0	0	0
1	二级见习卷轴	0	0	0
1	三级见习卷轴	0	0	0
1	见习神秘卷轴	0	0	0
4	见习宝物	0	0	0
2	灵鼠[强身石]	0	0	0
1	唯我独尊	0	0	0
1	白日门唯我独尊	0	0	0
2	计次金创药	0	0	0
4	传奇战刃	0	0	0
4	传奇魔刃	0	0	0
4	传奇道刃	0	0	0
1	十五级赤炎石	0	0	0
3	传奇神甲(男)	0	0	0
3	传奇神甲(女)	0	0	0
4	传奇神剑	0	0	0
1	奇经培元丹(小)	0	0	0
1	奇经培元丹(中)	0	0	0
1	奇经培元丹(大)	0	0	0
1	培元酒	0	0	0
1	十六级赤炎石	0	0	0
1	十七级赤炎石	0	0	0
1	十八级赤炎石	0	0	0
1	十九级赤炎石	0	0	0
1	二十级赤炎石	0	0	0
6	主宰者灵珠	0	0	0
6	白日门灵珠(大)	0	0	0
6	白日门灵珠(中)	0	0	0
6	白日门灵珠(小)	0	0	0
1	天龙印	0	0	0
1	极品火龙印	0	0	0
1	火龙印	0	0	0
7	球王勋章	0	0	0
3	天外飞仙	0	0	0
5	疾风炎龙项链	0	0	0
2	护花使者令	0	0	0
2	主宰令牌	0	0	0
